id	state_id	name	created_at	updated_at
330	5	Bzou	2024-02-13 19:35:17	2024-02-13 19:35:17
331	5	Dar Oulad Zidouh	2024-02-13 19:35:17	2024-02-13 19:35:17
332	5	Demnate	2024-02-13 19:35:17	2024-02-13 19:35:17
333	8	Dra'a	2024-02-13 19:35:17	2024-02-13 19:35:17
334	5	El Ksiba	2024-02-13 19:35:17	2024-02-13 19:35:17
335	5	Foum Jamaa	2024-02-13 19:35:17	2024-02-13 19:35:17
336	5	Fquih Ben Salah	2024-02-13 19:35:17	2024-02-13 19:35:17
337	5	Kasba Tadla	2024-02-13 19:35:17	2024-02-13 19:35:17
338	5	Ouaouizeght	2024-02-13 19:35:17	2024-02-13 19:35:17
339	5	Oulad Ayad	2024-02-13 19:35:17	2024-02-13 19:35:17
340	5	Oulad M'Barek	2024-02-13 19:35:17	2024-02-13 19:35:17
341	5	Oulad Yaich	2024-02-13 19:35:17	2024-02-13 19:35:17
342	5	Sidi Jaber	2024-02-13 19:35:17	2024-02-13 19:35:17
343	5	Souk Sebt Oulad Nemma	2024-02-13 19:35:17	2024-02-13 19:35:17
344	5	Zaouïat Cheikh	2024-02-13 19:35:17	2024-02-13 19:35:17
345	1	Tanger‎	2024-02-13 19:35:17	2024-02-13 19:35:17
346	1	Tétouan‎	2024-02-13 19:35:17	2024-02-13 19:35:17
347	1	Akchour	2024-02-13 19:35:17	2024-02-13 19:35:17
348	1	Assilah	2024-02-13 19:35:17	2024-02-13 19:35:17
349	1	Bab Berred	2024-02-13 19:35:17	2024-02-13 19:35:17
350	1	Bab Taza	2024-02-13 19:35:17	2024-02-13 19:35:17
351	1	Brikcha	2024-02-13 19:35:17	2024-02-13 19:35:17
352	1	Chefchaouen	2024-02-13 19:35:17	2024-02-13 19:35:17
353	1	Dar Bni Karrich	2024-02-13 19:35:17	2024-02-13 19:35:17
354	1	Dar Chaoui	2024-02-13 19:35:17	2024-02-13 19:35:17
355	1	Fnideq	2024-02-13 19:35:17	2024-02-13 19:35:17
356	1	Gueznaia	2024-02-13 19:35:17	2024-02-13 19:35:17
357	1	Jebha	2024-02-13 19:35:17	2024-02-13 19:35:17
358	3	Karia	2024-02-13 19:35:17	2024-02-13 19:35:17
359	1	Khémis Sahel	2024-02-13 19:35:17	2024-02-13 19:35:17
360	1	Ksar El Kébir	2024-02-13 19:35:17	2024-02-13 19:35:17
361	1	Larache	2024-02-13 19:35:17	2024-02-13 19:35:17
362	1	M'diq	2024-02-13 19:35:17	2024-02-13 19:35:17
363	1	Martil	2024-02-13 19:35:17	2024-02-13 19:35:17
364	1	Moqrisset	2024-02-13 19:35:17	2024-02-13 19:35:17
365	1	Oued Laou	2024-02-13 19:35:17	2024-02-13 19:35:17
366	1	Oued Rmel	2024-02-13 19:35:17	2024-02-13 19:35:17
367	1	Ouazzane	2024-02-13 19:35:17	2024-02-13 19:35:17
368	1	Point Cires	2024-02-13 19:35:17	2024-02-13 19:35:17
369	1	Sidi Lyamani	2024-02-13 19:35:17	2024-02-13 19:35:17
370	1	Sidi Mohamed ben Abdallah el-Raisuni	2024-02-13 19:35:17	2024-02-13 19:35:17
371	1	Zinat	2024-02-13 19:35:17	2024-02-13 19:35:17
372	1	Ajdir‎	2024-02-13 19:35:17	2024-02-13 19:35:17
373	3	Aknoul‎	2024-02-13 19:35:17	2024-02-13 19:35:17
374	1	Al Hoceïma‎	2024-02-13 19:35:17	2024-02-13 19:35:17
375	1	Aït Hichem‎	2024-02-13 19:35:17	2024-02-13 19:35:17
376	1	Bni Bouayach‎	2024-02-13 19:35:17	2024-02-13 19:35:17
377	1	Bni Hadifa‎	2024-02-13 19:35:17	2024-02-13 19:35:17
378	3	Ghafsai‎	2024-02-13 19:35:17	2024-02-13 19:35:17
379	2	Guercif‎	2024-02-13 19:35:17	2024-02-13 19:35:17
