id	state_id	name	created_at	updated_at
380	1	Imzouren‎	2024-02-13 19:35:17	2024-02-13 19:35:17
381	1	Inahnahen‎	2024-02-13 19:35:17	2024-02-13 19:35:17
382	1	Issaguen (Ketama)‎	2024-02-13 19:35:17	2024-02-13 19:35:17
383	6	Karia (El Jadida)‎	2024-02-13 19:35:17	2024-02-13 19:35:17
384	3	Karia Ba Mohamed‎	2024-02-13 19:35:17	2024-02-13 19:35:17
385	3	Oued Amlil‎	2024-02-13 19:35:17	2024-02-13 19:35:17
386	3	Oulad Zbair‎	2024-02-13 19:35:17	2024-02-13 19:35:17
387	3	Tahla‎	2024-02-13 19:35:17	2024-02-13 19:35:17
388	1	Tala Tazegwaght‎	2024-02-13 19:35:17	2024-02-13 19:35:17
389	1	Tamassint‎	2024-02-13 19:35:17	2024-02-13 19:35:17
390	3	Taounate‎	2024-02-13 19:35:17	2024-02-13 19:35:17
391	1	Targuist‎	2024-02-13 19:35:17	2024-02-13 19:35:17
392	3	Taza‎	2024-02-13 19:35:17	2024-02-13 19:35:17
393	3	Taïnaste‎	2024-02-13 19:35:17	2024-02-13 19:35:17
394	3	Thar Es-Souk‎	2024-02-13 19:35:17	2024-02-13 19:35:17
395	3	Tissa‎	2024-02-13 19:35:17	2024-02-13 19:35:17
396	3	Tizi Ouasli‎	2024-02-13 19:35:17	2024-02-13 19:35:17
397	11	Laayoune‎	2024-02-13 19:35:17	2024-02-13 19:35:17
398	11	El Marsa‎	2024-02-13 19:35:17	2024-02-13 19:35:17
399	11	Tarfaya‎	2024-02-13 19:35:17	2024-02-13 19:35:17
400	11	Boujdour‎	2024-02-13 19:35:17	2024-02-13 19:35:17
401	12	Awsard	2024-02-13 19:35:17	2024-02-13 19:35:17
402	12	Oued-Eddahab	2024-02-13 19:35:17	2024-02-13 19:35:17
403	1	Stehat	2024-02-13 19:35:17	2024-02-13 19:35:17
404	5	Aït Attab	2024-02-13 19:35:17	2024-02-13 19:35:17
